so_no,so_seq,so_ref,tgl,target_delivery,buyer,pic,destination,brand,kategori,tipe,item_no,deskripsi,qty,harga,total,mata_uang
SO-2607-015,1,015,2026-07-08,Jul,PT. TRI DOMINIC,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,3,1625000,4875000,IDR
SO-2607-016,1,016,2026-07-08,Jul,PT. SAMUDERA PERDANA SELARAS,DJOKO,SEMARANG,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,20,1620000,32400000,IDR
SO-2607-017,1,017,2026-07-09,Jul,PT. SIBA SURYA,PUTRA,SEMARANG,VULGIS,VULKANISIR,JASA,VG110020AJ101,VULGIS 11.00-20 AJ101,6,880000,5280000,IDR
SO-2607-017,2,017,2026-07-09,Jul,PT. SIBA SURYA,PUTRA,SEMARANG,VULGIS,VULKANISIR,JASA,VG31580R225AJ104,VULGIS 315/80R22.5 AJ104,4,1180000,4720000,IDR
SO-2607-018,1,018,2026-07-10,Jul,PT. BUNGA DARU,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,10,1630000,16300000,IDR
SO-2607-019,1,019,2026-07-10,Jul,ARTO MORO ANUGERAH LAUTAN,AHMAD,SEMARANG,VULGIS,VULKANISIR,JASA,VG110020AJ101,VULGIS 11.00-20 AJ101,1,970000,970000,IDR
SO-2607-020,1,020,2026-07-10,Jul,PT. TUGU BETON SEMESTA ABADI,DJOKO,SEMARANG,GIS,VULKANISIR,JADI,G11000R20AJ101,GIS 10.00R20 AJ101,6,1780000,10680000,IDR
SO-2607-020,2,020,2026-07-10,Jul,PT. TUGU BETON SEMESTA ABADI,DJOKO,SEMARANG,GIS,VULKANISIR,JADI,G11000R20AJ104,GIS 10.00R20 AJ104,4,1780000,7120000,IDR
SO-2607-021,1,021,2026-07-10,Jul,CV. JAYA MANDIRI PUTERA,AHMAD,SEMARANG,GIS,VULKANISIR,JADI,G175016AJ101,GIS 7.50-16 AJ101,6,900000,5400000,IDR
SO-2607-022,1,022,2026-07-10,Jul,PT. EVERWIN LOGISTIC SEJAHTERA,AHMAD,SEMARANG,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,5,1775000,8875000,IDR
SO-2607-023,1,023,2026-07-13,Jul,PT. EKA PS,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1110020AJ101,GIS 11.00-20 AJ101,4,1710000,6840000,IDR
SO-2607-024,1,024,2026-07-13,Jul,ADI PAMADI,AHMAD,SEMARANG,GIS,VULKANISIR,JADI,G11000R20AJ104,GIS 10.00R20 AJ104,2,1800000,3600000,IDR
SO-2607-025,1,025,2026-07-13,Jul,PT. KINGKONG IMOET,AHMAD,SEMARANG,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,2,1700000,3400000,IDR
SO-2607-026,1,026,2026-07-14,Jul,LARISMA BAN,HANIEF,JAKARTA,VULGIS,VULKANISIR,JASA,VG100020AJ101,VULGIS 10.00-20 AJ101,4,675000,2700000,IDR
SO-2607-026,2,026,2026-07-14,Jul,LARISMA BAN,HANIEF,JAKARTA,VULGIS,VULKANISIR,JASA,VG110020AJ101,VULGIS 11.00-20 AJ101,3,700000,2100000,IDR
SO-2607-026,3,026,2026-07-14,Jul,LARISMA BAN,HANIEF,JAKARTA,VULGIS,VULKANISIR,JASA,VG110020AJ104,VULGIS 11.00-20 AJ104,5,750000,3750000,IDR
SO-2607-027,1,027,2026-07-14,Jul,PT. SIBA SURYA,PUTRA,SEMARANG,VULGIS,VULKANISIR,JASA,VG110020AJ101,VULGIS 11.00-20 AJ101,8,880000,7040000,IDR
SO-2607-028,1,028,2026-07-16,Jul,MIFTAHUL ARIF,AHMAD,SEMARANG,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,2,1600000,3200000,IDR
SO-2607-029,1,029,2026-07-16,Jul,SUSANTO,PUTRA,SEMARANG,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,6,1600000,9600000,IDR
SO-2607-030,1,030,2026-07-16,Jul,PT. SIBA SURYA,PUTRA,SEMARANG,VULGIS,VULKANISIR,JASA,VG110020AJ101,VULGIS 11.00-20 AJ101,4,880000,3520000,IDR
SO-2607-031,1,031,2026-07-17,Jul,PT. SARANA BARU SANTOSO,DODI,JAKARTA,GIS,VULKANISIR,JADI,G111R225AJ104,GIS 11R22.5 AJ104,4,1695000,6780000,IDR
SO-2607-032,1,032,2026-07-17,Jul,PT. MAHAKARYA BERKAT PUTRA MANDIRI,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,10,1700000,17000000,IDR
SO-2607-033,1,033,2026-07-20,Jul,LARISMA BAN,HANIEF,JAKARTA,VULGIS,VULKANISIR,JASA,VG110020AJ104,VULGIS 11.00-20 AJ104,5,750000,3750000,IDR
SO-2607-034,1,034,2026-07-20,Jul,PT. GAYADIA TANGGUH INSANI,PUTRA LUBIS,JAKARTA,VULGIS,VULKANISIR,JASA,VG100020AJ101,VULGIS 10.00-20 AJ101,1,675000,675000,IDR
SO-2607-034,2,034,2026-07-20,Jul,PT. GAYADIA TANGGUH INSANI,PUTRA LUBIS,JAKARTA,VULGIS,VULKANISIR,JASA,VG1000R20AJ101,VULGIS 10.00R20 AJ101,2,695000,1390000,IDR
SO-2607-035,1,035,2026-07-20,Jul,PT. EKA PS,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,2,1675000,3350000,IDR
SO-2607-035,2,035,2026-07-20,Jul,PT. EKA PS,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1110020AJ101,GIS 11.00-20 AJ101,5,1710000,8550000,IDR
SO-2607-036,1,036,2026-07-20,Jul,PT. EKA TRANSPORT,RIO,JAKARTA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,10,1658000,16580000,IDR
SO-2607-037,1,037,2026-07-21,Jul,PT. SIBA SURYA,PUTRA,SEMARANG,VULGIS,VULKANISIR,JASA,VG110020AJ101,VULGIS 11.00-20 AJ101,8,880000,7040000,IDR
SO-2607-038,1,038,2026-07-21,Jul,ADI PAMADI,AHMAD,SEMARANG,VULGIS,VULKANISIR,JASA,VG1000R20AJ104,VULGIS 10.00R20 AJ104,2,900000,1800000,IDR
SO-2607-038,2,038,2026-07-21,Jul,ADI PAMADI,AHMAD,SEMARANG,VULGIS,VULKANISIR,JASA,VG111R225AJ104,VULGIS 11R22.5 AJ104,2,950000,1900000,IDR
SO-2607-039,1,039,2026-07-21,Jul,ADI PAMADI,AHMAD,SEMARANG,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,2,1700000,3400000,IDR
SO-2607-039,2,039,2026-07-21,Jul,ADI PAMADI,AHMAD,SEMARANG,GIS,VULKANISIR,JADI,G11000R20AJ104,GIS 10.00R20 AJ104,1,1800000,1800000,IDR
SO-2607-040,1,040,2026-07-22,Jul,PT. EKA PS,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,2,1675000,3350000,IDR
SO-2607-040,2,040,2026-07-22,Jul,PT. EKA PS,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1110020AJ101,GIS 11.00-20 AJ101,4,1710000,6840000,IDR
SO-2607-041,1,041,2026-07-23,Jul,PT. SIBA SURYA,PUTRA,SEMARANG,VULGIS,VULKANISIR,JASA,VG110020AJ101,VULGIS 11.00-20 AJ101,7,880000,6160000,IDR
SO-2607-041,2,041,2026-07-23,Jul,PT. SIBA SURYA,PUTRA,SEMARANG,VULGIS,VULKANISIR,JASA,VG31580R225AJ104,VULGIS 315/80R22.5 AJ104,1,1180000,1180000,IDR
SO-2607-042,1,042,2026-07-23,Jul,PT. FOCON INTERLITE SEMARANG 1,AHMAD,SEMARANG,VULGIS,VULKANISIR,JASA,VG175016AJ101,VULGIS 7.50-16 AJ101,2,670000,1340000,IDR
SO-2607-042,2,042,2026-07-23,Jul,PT. FOCON INTERLITE SEMARANG 1,AHMAD,SEMARANG,VULGIS,VULKANISIR,JASA,VG1100R20AJ104,VULGIS 11.00R20 AJ104,2,1035000,2070000,IDR
SO-2607-043,1,043,2026-07-23,Jul,PT. BARRA AKSATA JAYA,ARIF,JAKARTA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,4,1625000,6500000,IDR
SO-2607-044,1,044,2026-07-24,Jul,ARTO MORO ANUGERAH LAUTAN,AHMAD,SEMARANG,GIS,VULKANISIR,JADI,G1110020AJ101,GIS 11.00-20 AJ101,2,1700000,3400000,IDR
SO-2607-045,1,045,2026-07-24,Jul,GARASI HAJI ULIL,DJOKO,SEMARANG,VULGIS,VULKANISIR,JASA,VG100020AJ101,VULGIS 10.00-20 AJ101,6,735000,4410000,IDR
SO-2607-045,2,045,2026-07-24,Jul,GARASI HAJI ULIL,DJOKO,SEMARANG,VULGIS,VULKANISIR,JASA,VG110020AJ101,VULGIS 11.00-20 AJ101,1,770000,770000,IDR
SO-2607-046,1,046,2026-07-24,Jul,PT. MAJU PUTRA MANDIRI,AHMAD,SEMARANG,VULGIS,VULKANISIR,JASA,VG175016AJ101,VULGIS 7.50-16 AJ101,8,687000,5496000,IDR
SO-2607-046,2,046,2026-07-24,Jul,PT. MAJU PUTRA MANDIRI,AHMAD,SEMARANG,VULGIS,VULKANISIR,JASA,VG190020AJ101,VULGIS 9.00-20 AJ101,1,900000,900000,IDR
SO-2607-047,1,047,2026-07-24,Jul,PT. BUNGA DARU,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,4,1630000,6520000,IDR
SO-2607-048,1,048,2026-07-24,Jul,PT. EKA PS,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,5,1675000,8375000,IDR
SO-2607-048,2,048,2026-07-24,Jul,PT. EKA PS,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1110020AJ101,GIS 11.00-20 AJ101,3,1710000,5130000,IDR
SO-2607-059,1,059,2026-07-24,Jul,PT. EKA PS,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,2,1675000,3350000,IDR
SO-2607-059,2,059,2026-07-24,Jul,PT. EKA PS,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1110020AJ101,GIS 11.00-20 AJ101,4,1710000,6840000,IDR
SO-2607-049,1,049,2026-07-27,Jul,PT. TRI DOMINIC,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,4,1625000,6500000,IDR
SO-2607-050,1,050,2026-07-27,Jul,PT. TUGU BETON SEMESTA ABADI,DJOKO,SEMARANG,GIS,VULKANISIR,JADI,G11000R20AJ101,GIS 10.00R20 AJ101,10,1780000,17800000,IDR
SO-2607-050,2,050,2026-07-27,Jul,PT. TUGU BETON SEMESTA ABADI,DJOKO,SEMARANG,GIS,VULKANISIR,JADI,G11000R20AJ104,GIS 10.00R20 AJ104,20,1780000,35600000,IDR
SO-2607-051,1,051,2026-07-28,Jul,PT. SIBA SURYA,PUTRA,SEMARANG,VULGIS,VULKANISIR,JASA,VG110020AJ101,VULGIS 11.00-20 AJ101,7,880000,6160000,IDR
SO-2607-051,2,051,2026-07-28,Jul,PT. SIBA SURYA,PUTRA,SEMARANG,VULGIS,VULKANISIR,JASA,VG31580R225AJ104,VULGIS 315/80R22.5 AJ104,3,1180000,3540000,IDR
SO-2607-052,1,052,2026-07-29,Jul,TOKO BAN HARIANJA,PUTRA LUBIS,JAKARTA,VULGIS,VULKANISIR,JASA,VG175016AJ101,VULGIS 7.50-16 AJ101,2,531000,1062000,IDR
SO-2607-052,2,052,2026-07-29,Jul,TOKO BAN HARIANJA,PUTRA LUBIS,JAKARTA,VULGIS,VULKANISIR,JASA,VG1750R16AJ101,VULGIS 7.50R16 AJ101,4,541000,2164000,IDR
SO-2607-052,3,052,2026-07-29,Jul,TOKO BAN HARIANJA,PUTRA LUBIS,JAKARTA,VULGIS,VULKANISIR,JASA,VG100020AJ101,VULGIS 10.00-20 AJ101,12,696000,8352000,IDR
SO-2607-052,4,052,2026-07-29,Jul,TOKO BAN HARIANJA,PUTRA LUBIS,JAKARTA,VULGIS,VULKANISIR,JASA,VG1000R20AJ101,VULGIS 10.00R20 AJ101,3,724000,2172000,IDR
SO-2607-053,1,053,2026-07-30,Jul,PT. IRWAN TRANSSERVIS SOLUSI,PUTRA LUBIS,JAKARTA,GIS,VULKANISIR,JADI,G1110020AJ101,GIS 11.00-20 AJ101,14,1760000,24640000,IDR
SO-2607-054,1,054,2026-07-30,Jul,ADI PAMADI,AHMAD,SEMARANG,VULGIS,VULKANISIR,JASA,VG100020AJ101,VULGIS 10.00-20 AJ101,3,900000,2700000,IDR
SO-2607-055,1,055,2026-07-30,Jul,PT. SIBA SURYA,PUTRA,SEMARANG,VULGIS,VULKANISIR,JASA,VG110020AJ101,VULGIS 11.00-20 AJ101,7,880000,6160000,IDR
SO-2607-055,2,055,2026-07-30,Jul,PT. SIBA SURYA,PUTRA,SEMARANG,VULGIS,VULKANISIR,JASA,VG31580R225AJ104,VULGIS 315/80R22.5 AJ104,3,1180000,3540000,IDR
SO-2607-056,1,056,2026-07-30,Jul,PT. KUALA DELI TRANS,YUSUF,JAKARTA,GIS,VULKANISIR,JADI,G1110020LL220,GIS 11.00-20 LL220,10,1760000,17600000,IDR
SO-2607-057,1,057,2026-07-30,Jul,PT. MAHAKARYA BERKAT PUTRA MANDIRI,YONO,SURABAYA,GIS,VULKANISIR,JADI,G1100020AJ101,GIS 10.00-20 AJ101,10,1700000,17000000,IDR
SO-2607-058,1,058,2026-07-30,Jul,PT. KUALA DELI TRANS,YUSUF,JAKARTA,GIS,VULKANISIR,JADI,G1110020LL220,GIS 11.00-20 LL220,10,1760000,17600000,IDR
